ts_iso,pid,rss_kb,vsz_kb,cpu_pct,cpu_user_jiffies,cpu_sys_jiffies,fd_count,thread_count,io_read_bytes,io_write_bytes
2026-05-21T12:49:14Z,32424,89188,10107444,0.1,72,31,24,11,9117696,2646016
2026-05-21T12:49:19Z,32424,89188,10107444,0.1,72,31,24,11,9117696,2646016
2026-05-21T12:49:24Z,32424,89188,10107444,0.1,72,31,24,11,9117696,2646016
2026-05-21T12:49:30Z,32424,63792,10110516,0.1,76,39,22,11,48947200,2650112
2026-05-21T12:49:35Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:49:40Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:49:45Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:49:50Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:49:55Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:50:00Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:50:05Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:50:10Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:50:15Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:50:20Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:50:26Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:50:31Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:50:36Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:50:41Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:50:46Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:50:51Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:50:56Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:51:01Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:51:06Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:51:11Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:51:16Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:51:22Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:51:27Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:51:32Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:51:37Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:51:42Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:51:47Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:51:52Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:51:57Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:52:02Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:52:07Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:52:12Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:52:17Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:52:23Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:52:28Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:52:33Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:52:38Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:52:43Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:52:48Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:52:53Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:52:58Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:53:03Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:53:08Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:53:13Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:53:19Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:53:24Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:53:29Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:53:34Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:53:39Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
2026-05-21T12:53:44Z,32424,63792,10110516,0.1,76,39,21,11,49164288,2650112
